date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:40:24	9133/9133	---M--	200	added ('OK')	image/png	etag:%22f68ae50a0e54055e2741086f483f4883%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6252a6acafe_ob8%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6252a6acafe_ob8@2x.png	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:25	107014/107014	---M--	200	added ('OK')	image/jpeg	etag:%22edf96ed353f33ec3f988ef519e7f0d35%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a662426acae9_bus3-1.jpeg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a662426acae9_bus3-1.jpg	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:25	149935/149935	---M--	200	added ('OK')	image/jpeg	etag:%22a48d064c25f4a4e7a0c1993691337101%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a650ae6acadf_hp-hero.jpeg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a650ae6acadf_hp-hero.jpg	(from https://www.rutete.com/eco-lodge/the-park-and-its-surroundings)
01:40:26	208480/208480	---M--	200	added ('OK')	image/jpeg	etag:%22cdda8f846522b321c086046809c764aa%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a61f8b6acb0e_park1.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a61f8b6acb0e_park1.jpg	(from https://www.rutete.com/eco-lodge/the-park-and-its-surroundings)
01:40:26	136081/136081	---M--	200	added ('OK')	image/jpeg	etag:%226980cb55ecf39e0b0ae1a507688e5b0b%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a62e296acb0d_park3.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a62e296acb0d_park3.jpg	(from https://www.rutete.com/eco-lodge/the-park-and-its-surroundings)
01:40:27	219618/219618	---M--	200	added ('OK')	image/jpeg	etag:%22f40411dc8d52705acd47905b53c8d425%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a617b56acb0f_park2.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a617b56acb0f_park2.jpg	(from https://www.rutete.com/eco-lodge/the-park-and-its-surroundings)
01:40:28	223637/223637	---M--	200	added ('OK')	image/jpeg	etag:%2241a981a36f6e6b116deda9f15bc628ba%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a617896acb1b_6.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a617896acb1b_6.jpg	(from https://www.rutete.com/eco-lodge/the-story-behind-the-lodge)
01:40:29	222620/222620	---M--	200	added ('OK')	image/jpeg	etag:%22a09044a9d31bcd232c29e43e64755aae%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6c4c96acb18_5.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6c4c96acb18_5.jpg	(from https://www.rutete.com/eco-lodge/the-story-behind-the-lodge)
01:40:30	196126/196126	---M--	200	added ('OK')	image/jpeg	etag:%22beb9fd03191da189b81eb16d51856b9c%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6300a6acb16_1.%20Vue%20d%27en%20bas.jpeg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6300a6acb16_1.%20Vue%20d'en%20bas.jpg	(from https://www.rutete.com/eco-lodge/the-story-behind-the-lodge)
01:40:30	1300327/1300327	---M--	200	added ('OK')	image/jpeg	etag:%225e8252d6a36ef0f4c8d6b18e2f73fc93%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/65f034cb35237c9b18ca6dc9_04.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/65f034cb35237c9b18ca6dc9_04.jpg	(from https://www.rutete.com/eco-lodge/the-story-behind-the-lodge)
01:40:30	193754/193754	---M--	200	added ('OK')	image/jpeg	etag:%22d923d10a529fbbafbe4ab92e1e62ed57%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6d5576acb17_4.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6d5576acb17_4.jpg	(from https://www.rutete.com/eco-lodge/the-story-behind-the-lodge)
01:40:30	203040/203040	---M--	200	added ('OK')	image/jpeg	etag:%22473fc6dbe523e9212104e6dbc02a64d1%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a66b9e6acb19_2.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a66b9e6acb19_2.jpg	(from https://www.rutete.com/eco-lodge/the-story-behind-the-lodge)
